index,label,spectral_scale,basis_scale,accepted,rho_psd,rho_unrestricted,unrestricted_same_sign,total_psd_fisher_normalized,min_atom,normalization_residual,generalized_residual,direction_min_rate,direction_max_rate,chord_step,chord_gap,spectrum_margin,basis_orthogonality_residual,status
-1,source_base,0.0,0.0,True,0.5725909000830567,0.5725909000830567,True,-0.4274090999169433,2.1037103352760637e-08,-1.1102230246251565e-16,1.138032707021781e-16,0.463428046661341,1.0,0.0031589573126367663,-0.0002264422099376162,0.014639494168818157,5.502455466726115e-15,NO_HIT
0,spectrum_local,0.35,0.12,False,0.570499715003467,0.570499715003467,True,-0.42950028499653303,6.300058467032785e-09,-2.220446049250313e-16,7.169577846010649e-17,0.4661647087852821,1.0,0.0029650913392512013,-0.00023085798977362515,0.013822209406837982,5.502455466726115e-15,NO_HIT
1,one_basis_rotation,0.35,0.12,True,0.5662072523344711,0.5662072523344711,True,-0.4337927476655289,7.6160842444501e-09,-2.220446049250313e-16,1.954798706718174e-16,0.48920613304338,1.0,0.003046147544393155,-0.0002929269528326728,0.014901940608721631,5.602950635075766e-15,NO_HIT
2,three_basis_rotations,0.35,0.12,True,0.5708129773244122,0.5708129773244122,True,-0.42918702267558784,6.153461386239162e-09,-2.220446049250313e-16,6.452064029749303e-16,0.46031367319141275,1.0,0.005055091425093647,-0.0004644086213598797,0.023766103098497304,5.484795969079253e-15,NO_HIT
3,source_restart,0.5249999999999999,0.12,False,0.567799415844163,0.567799415844163,True,-0.43220058415583695,4.794137497356071e-09,0.0,3.769257323856243e-16,0.337273039186786,1.0,0.003405165951570223,-0.00016804634581912836,0.01148470669421453,5.429018341606467e-15,NO_HIT
4,spectrum_local,0.35,0.12,True,0.5681977824790753,0.5681977824790753,True,-0.43180221752092474,3.136678730282175e-09,2.220446049250313e-16,7.723130191658639e-16,0.4024334086204567,1.0,0.0045867343623043205,-0.0003615954194948756,0.01972921263562722,5.484795969079253e-15,NO_HIT
5,one_basis_rotation,0.35,0.12,False,0.5585989873837628,0.5585989873837628,True,-0.4414010126162372,5.985621741888989e-10,2.220446049250313e-16,1.75113433971647e-16,0.30690888234654107,1.0,0.0034581900669052794,-0.00025447711990356225,0.010613492483758093,5.502654310473835e-15,NO_HIT
6,three_basis_rotations,0.35,0.12,False,0.5651447614954863,0.5651447614954863,True,-0.4348552385045137,3.828161976076982e-09,2.220446049250313e-16,3.6650105421140716e-16,0.3137452616923205,1.0,0.003356471299751548,-0.0001511075167872633,0.010530769663033124,5.418699854770137e-15,NO_HIT
7,source_restart,0.5249999999999999,0.12,False,0.5585599291479857,0.5585599291479857,True,-0.4414400708520143,8.996016919395875e-09,-1.1102230246251565e-16,2.761964378477795e-16,0.4964848442913086,1.0,0.0037860730531464287,-0.00031585272728751335,0.020240876665960306,5.364985766921725e-15,NO_HIT
8,spectrum_local,0.35,0.12,False,0.5658758377494746,0.5658758377494746,True,-0.4341241622505254,1.2718406615966754e-09,-4.440892098500626e-16,2.510272233918684e-16,0.3340377000730007,1.0,0.0030266866527638684,-0.00014889285123498297,0.010110274483308914,5.484795969079253e-15,NO_HIT
