base_id,n,mode,kind,step_fraction,step,status,gap,curvature,H_mid,H_minus,H_plus,min_probability,normalization_residual,mobius_max_error,finite_difference_curvature,min_diagonal_separation,min_cross_block_bridge,min_supported_edge,exact_margin_mid,exact_margin_minus,exact_margin_plus,error
n12_02,12,2,CHORD,0.15,0.03356713046798498,NO_SIGNAL,-0.0005466878094928518,-0.9675719806211835,8.064723840036606,8.063872203970275,8.064482100483954,1.1952066136621315e-06,2.220446049250313e-16,,,0.014479061443999908,0.146091472946,0.119854631365,0.002499,0.002534,0.002459,
n12_02,12,2,CHORD,0.4,0.08951234791462662,NO_SIGNAL,-0.003956477233309386,-0.9675719806211835,8.064723840036606,8.059953404011722,8.06158132159487,1.1312550696827099e-06,2.220446049250313e-16,,,0.014068368160000011,0.146038091181,0.091956210376,0.002499,0.00258,0.002377,
n12_02,12,2,CHORD,0.8,0.17902469582925323,NO_SIGNAL,-0.01680114090305551,-0.9675719806211835,8.064723840036606,8.046291842049008,8.049553556218095,6.145926729060935e-07,2.220446049250313e-16,,,0.01310552216500005,0.145952680357,0.047318736793,0.002499,0.002632,0.001655,
n12_03,12,0,BASE,,,NO_SIGNAL,,-0.3597819561985527,8.27384482812512,,,9.226714334440268e-05,0.0,,-0.3597822484380231,0.008610456683999956,0.093977428855,0.08597065161,0.114999,,,
n12_03,12,0,CHORD,0.15,0.013050051451733472,NO_SIGNAL,-3.069319034487705e-05,-0.3597819561985527,8.27384482812512,8.273659078172088,8.273969191697459,9.159704492128547e-05,3.3306690738754696e-16,,,0.008610401434000048,0.093903626232,0.076825053869,0.114999,0.114415,0.11552,
n12_03,12,0,CHORD,0.4,0.0348001372046226,NO_SIGNAL,-0.0002207434251335627,-0.3597819561985527,8.27384482812512,8.273176026812068,8.274072142587904,9.031056623031464e-05,0.0,,,0.008610309348,0.093780621859,0.061582390967,0.114999,0.11328,0.11626,
n12_03,12,0,CHORD,0.8,0.0696002744092452,NO_SIGNAL,-0.0009176605710035091,-0.3597819561985527,8.27384482812512,8.271789509583932,8.2740648255243,8.781096497952698e-05,2.220446049250313e-16,,,0.008610162014,0.093583814863,0.037194130324,0.114999,0.110966,0.117166,
n12_04,12,1,BASE,,,NO_SIGNAL,,-0.7900028950067695,8.152683538816252,,,1.8908014506770774e-05,2.220446049250313e-16,,-0.7900027299001522,0.013642736945999934,0.166843667019,0.123757420505,0.03,,,
n12_04,12,1,CHORD,0.15,0.021320531691409666,NO_SIGNAL,-0.0001799818863439384,-0.7900028950067695,8.152683538816252,8.153051265621375,8.151955848238442,1.8421142264633422e-05,2.220446049250313e-16,,,0.01364247925600004,0.166807802599,0.10894380743,0.03,0.030398,0.029543,
n12_04,12,1,CHORD,0.4,0.05685475117709245,NO_SIGNAL,-0.0012985166829526662,-0.7900028950067695,8.152683538816252,8.153066228737318,8.14970381552928,1.7465110432282076e-05,2.220446049250313e-16,,,0.013642049772999987,0.166748028566,0.084254452304,0.03,0.030953,0.028633,
n12_04,12,1,CHORD,0.8,0.1137095023541849,NO_SIGNAL,-0.005456919474568167,-0.7900028950067695,8.152683538816252,8.152136757652233,8.142316481031134,1.555463604980976e-05,2.220446049250313e-16,,,0.013516565450999996,0.166652390114,0.044751484103,0.03,0.031602,0.026682,
n12_05,12,2,BASE,,,NO_SIGNAL,,-1.1107445295425136,8.051765302487453,,,9.800114112646636e-07,2.220446049250313e-16,,-1.1107445629932045,0.014752033762000072,0.142405318129,0.142405318129,0.002499,,,
n12_05,12,2,CHORD,0.15,0.026008271670708707,NO_SIGNAL,-0.0003766287064301821,-1.1107445295425136,8.051765302487453,8.052515628615962,8.050261718946086,9.646600668848551e-07,2.220446049250313e-16,,,0.014742506407000033,0.12479452041,0.12479452041,0.002499,0.00236,0.002624,
n12_05,12,2,CHORD,0.4,0.06935539112188989,NO_SIGNAL,-0.0027201559731580005,-1.1107445295425136,8.051765302487453,8.052504890490322,8.045585402538268,9.020038957540113e-07,2.220446049250313e-16,,,0.014726627483000021,0.095443190878,0.095443190878,0.002499,0.002091,0.002797,
n12_05,12,2,CHORD,0.8,0.13871078224377978,NO_SIGNAL,-0.011481411347041615,-1.1107445295425136,8.051765302487453,8.050418628096063,8.030149154184762,7.041544494949827e-07,2.220446049250313e-16,,,0.014701221202000014,0.048481063627,0.048481063627,0.002499,0.001552,0.002972,
n12_06,12,0,BASE,,,NO_SIGNAL,,-0.260472213084912,8.280711417794949,,,0.00010364853046708583,0.0,,-0.2604725324317769,0.007220362707999972,0.083679593698,0.073034927042,0.115,,,
n12_06,12,0,CHORD,0.15,0.010196529886937533,NO_SIGNAL,-1.3562478985207349e-05,-0.260472213084912,8.280711417794949,8.280782016982766,8.28061369364916,0.00010312378299180064,1.1102230246251565e-16,,,0.007220362452000084,0.083679259533,0.065829687986,0.115,0.114984,0.115013,
n12_06,12,0,CHORD,0.4,0.02719074636516676,NO_SIGNAL,-9.739754513660159e-05,-0.260472213084912,8.280711417794949,8.28085289770875,8.280375142790875,0.00010215038406946761,0.0,,,0.00722036202599996,0.083678702591,0.053820956226,0.115,0.114957,0.115034,
n12_06,12,0,CHORD,0.8,0.05438149273033352,NO_SIGNAL,-0.0004029086930028569,-0.260472213084912,8.280711417794949,8.280887151173207,8.279729867030685,0.00010033604169907752,2.220446049250313e-16,,,0.007220361344999926,0.083677811484,0.03460698541,0.115,0.114904,0.115061,
