index,n,mode,margin,entropy,min_atom,normalization_residual,lambda_max_coordinate,lambda_max,fisher_along_top,acceleration_along_top,fisher_max_eigenvalue,acceleration_max_eigenvalue,mechanism_ratio,mechanism_fisher,mechanism_acceleration,mechanism_total,mechanism_rank,direction_rank,direction_singular_1,direction_singular_2,step,gap,endpoint_margin,status
14,3,2,0.039999999999999966,1.488596772396897,0.01920000000000001,1.1102230246251565e-16,-2.4606403017553657,-2.3246814469536723,-1.5361123864261852,-0.7885690605274911,-1.5479603937921138,3.455662352061311,0.23894486471514476,-1.000000000000001,0.23894486471514503,-0.761055135284856,3,3,1.0,0.9388352646768083,0.02301836092836764,-0.0006250083770167336,0.035137454962870664,NO_HIT
15,3,3,0.1475431444030032,1.7136219219200561,0.019628022651028396,0.0,-0.005558264571579965,-0.005558207854401448,-0.003705804217643351,-0.0018524036367584262,-0.003705841924565065,0.15311365671728192,0.033352507585532876,-1.0000000000000004,0.03335250758553289,-0.9666474924144676,3,3,0.9999999999999999,0.9999897957658586,0.039801446733397965,-5.3136514265528234e-05,0.13386722384115834,NO_HIT
16,3,0,0.22789539162514705,2.006045376904911,0.06901795556244986,0.0,-0.8614734173277976,-0.8146795800910818,-0.5420395354602561,-0.27264004463082614,-0.5727694442662628,0.43369885526285246,0.09336251188454685,-0.9999999999999987,0.09336251188454672,-0.906637488115452,3,3,0.9999999999999997,0.9420334740443428,0.0786591221614378,-0.0027998901742583016,0.20094045343269917,NO_HIT
17,3,1,9.999999999998899e-05,1.0727519080636136,6.120378616106596e-05,0.0,-1.1711381750371574,-1.151309282763137,-0.7817752127289856,-0.3695340700341463,-0.7275281441503225,9.143983999505988,0.052777965430638,-1.0000000000000022,0.05277796543063812,-0.947222034569364,3,3,0.9999999999999997,0.9815024905165282,0.016369327217994955,-0.00015932823556208398,9.529591311518981e-05,NO_HIT
18,3,2,0.03999999999999996,1.1893208612026414,0.003871151733412021,0.0,-1.0085801287636453,-0.9913037150061043,-0.6719668216578034,-0.31933689334830273,-0.6768115938929562,1.5957061553576264,0.14162189361371297,-0.9999999999999994,0.14162189361371288,-0.8583781063862865,3,3,1.0,0.9826314793124348,0.0246804699940179,-0.00031879275069113255,0.03638013437640231,NO_HIT
19,3,3,0.11831016085302226,1.843274943527971,0.04155915197920531,0.0,-0.44696105379248124,-0.4461578450698051,-0.29739389282147194,-0.1487639522483315,-0.2979101154121097,0.8060286333543183,0.13122973241586228,-0.9999999999999996,0.13122973241586222,-0.8687702675841373,3,3,1.0,0.9981639528421226,0.07013700920311111,-0.0013042565076699653,0.10711209433580393,NO_HIT
20,3,0,0.13192467413940678,2.0165180637756315,0.04286511003112788,0.0,-1.6092475494244474,-1.4988178454835,-0.9928411771979733,-0.5059766682855269,-1.0587307142548257,0.8523071777387817,0.1644032435493035,-1.0000000000000013,0.16440324354930372,-0.8355967564506976,3,3,0.9999999999999999,0.9220791020431887,0.07127335225893901,-0.003951315348041273,0.11975501600166974,NO_HIT
21,3,1,0.05205503802657692,1.2282025212487289,0.0025448017424603182,0.0,-0.7937382937186304,-0.7701360525941395,-0.5223738529765752,-0.24776219961756407,-0.5383175066941164,0.3130092205868543,0.03538093997023627,-0.9999999999999998,0.035380939970236266,-0.9646190600297635,3,3,1.0000000000000002,0.9695827495722747,0.01211240696062775,-5.8879211620510574e-05,0.042957999323522546,NO_HIT
22,3,2,0.0399999999999997,1.2746193860418822,0.0027454105609382644,2.220446049250313e-16,-0.7635136488885341,-0.7563492916521934,-0.5260160785015592,-0.23033321315063304,-0.5272212767645497,1.8522932603973146,0.19388587322602815,-0.9999999999999993,0.19388587322602802,-0.8061141267739713,3,3,0.9999999999999996,0.9904472032626581,0.028073336173717968,-0.00032536155041396064,0.0379407636562028,NO_HIT
23,3,3,0.0755975265743396,1.7158267937093998,0.01736959869323219,2.220446049250313e-16,-0.1078210488512777,-0.10780538305904695,-0.07187122924089118,-0.03593415381815679,-0.07188159211867763,0.45683540234836956,0.0646411108577022,-0.9999999999999996,0.06464111085770217,-0.9353588891422974,3,3,0.9999999999999999,0.9998545833527879,0.07583684702831714,-0.0005789285822923596,0.07045986661644321,NO_HIT
