index,n,mode,margin,entropy,min_atom,normalization_residual,lambda_max_coordinate,lambda_max,fisher_along_top,acceleration_along_top,fisher_max_eigenvalue,acceleration_max_eigenvalue,mechanism_ratio,mechanism_fisher,mechanism_acceleration,mechanism_total,mechanism_rank,direction_rank,direction_singular_1,direction_singular_2,step,gap,endpoint_margin,status
0,9,0,0.10048141463246762,5.897181840850442,0.00018338800088918422,0.0,-0.09744913951300124,-0.09992931936629312,-0.06677478308890587,-0.03315453627738729,-0.06511395485774996,1.5220079821797612,0.25764424811287223,-1.0000000000000013,0.25764424811287256,-0.7423557518871288,9,9,0.9999999999999999,0.9999471920844885,0.04815222118070557,-0.00016337674181343687,0.09781318417187745,NO_HIT
1,9,1,0.012195747988534417,5.373077683209352,3.794134475225971e-08,0.0,-0.6297927980923383,-0.6055957294617528,-0.40259875001567363,-0.2029969794460812,-0.4179907073651224,3.990954151168492,0.38636416521698763,-1.0000000000000013,0.38636416521698813,-0.6136358347830132,9,9,1.0,0.9567073409197594,0.01877686699306808,-0.00010767573700487532,0.01052180528347494,NO_HIT
2,9,2,0.03999999999999977,5.754802527471313,7.5538844734025e-05,2.220446049250313e-16,-0.1952809646127511,-0.19547949937811954,-0.13028008942916014,-0.06519940994895813,-0.13012923519465033,2.0369200800806793,0.287739798565346,-1.0000000000000007,0.28773979856534615,-0.7122602014346545,9,9,0.9999999999999998,0.9997034733079103,0.043010573518082934,-0.00021031349054467796,0.03611321274003543,NO_HIT
3,9,3,0.18357002972298458,6.184270997787423,0.0005232722817894523,2.220446049250313e-16,-0.006493229349484711,-0.006493442697969118,-0.004328969491497412,-0.0021644732064725683,-0.004328826690807525,0.44572935870103614,0.09829247162781726,-0.9999999999999972,0.09829247162781699,-0.9017075283721803,9,9,1.0000000000000002,0.9999974352677213,0.0888434714995619,-0.0005293984228638138,0.18352414509655834,NO_HIT
4,9,0,0.16474036431670758,5.9310325138485105,0.00013528544735298494,1.1102230246251565e-16,-0.05476647098363802,-0.05490887924477065,-0.036569404379593086,-0.018339474865177174,-0.036474283973994055,1.07719724796884,0.19760538506174505,-0.9999999999999994,0.19760538506174494,-0.8023946149382545,9,9,1.0000000000000002,0.9997378618061904,0.07001492994472781,-0.0002980475551801476,0.16065262334161046,NO_HIT
5,9,1,0.0004348133585257985,5.5604183758004915,2.473975146522292e-08,2.220446049250313e-16,-0.5180776679600722,-0.5512296678208571,-0.36476377753633693,-0.18646589028451338,-0.3404379535953873,4.843298781328419,0.35571930929366447,-0.9999999999999979,0.3557193092936637,-0.6442806907063342,9,9,1.0,0.9671629495263246,0.01512840241637644,-6.332404641007372e-05,0.0004173403153830968,NO_HIT
6,9,2,0.039999999999999813,5.644868794137151,5.48478995226091e-05,1.1102230246251565e-16,-0.10000935929566397,-0.100172487025592,-0.06662530026570083,-0.0335471867598916,-0.06650757100959938,1.7277239235894333,0.2642938899778926,-0.9999999999999991,0.2642938899778924,-0.7357061100221067,9,9,0.9999999999999999,0.9994142468530783,0.054499212483816985,-0.00020795874274526227,0.03646805204184267,NO_HIT
7,9,3,0.2193162567495372,6.193209867095246,0.0007585754513051906,0.0,-0.007243915941088818,-0.007243990474674314,-0.004829328691967027,-0.002414661782709715,-0.004829278409097931,0.43526880835522624,0.09709986934448032,-1.0000000000000009,0.09709986934448041,-0.9029001306555204,9,9,1.0000000000000002,0.9999927667997397,0.0895090241616311,-0.0005463660407114546,0.2189871608478527,NO_HIT
8,9,0,0.0863272885495665,5.722794208994998,4.914413037375464e-05,2.220446049250313e-16,-0.045338960987208646,-0.04533381641920901,-0.030227696884388422,-0.015106119534822327,-0.03023101873742579,2.1686038395780014,0.31232130536925745,-1.0000000000000016,0.31232130536925795,-0.6876786946307436,9,9,1.0000000000000002,0.9998840130617221,0.050893897092479407,-0.0001322024950765055,0.08595963424272068,NO_HIT
9,9,1,0.03655548750774792,5.392453940456532,1.208412180116077e-07,2.220446049250313e-16,-0.4973825728119031,-0.49818519807886835,-0.33119883726970056,-0.16698636080916784,-0.3298674066157312,3.6963523689263433,0.3979024172473046,-1.0000000000000013,0.39790241724730513,-0.6020975827526962,9,9,0.9999999999999998,0.9976411660143643,0.03223717848523363,-0.00026865037570900085,0.03431169082173822,NO_HIT
10,9,2,0.03999999999999948,5.880216721154513,0.00011735783939879858,0.0,-0.32261975992773145,-0.37950499404109594,-0.25254284021647233,-0.12696215382462328,-0.21461554991507795,2.029272649570892,0.3087541352770831,-0.9999999999999996,0.308754135277083,-0.6912458647229165,9,9,0.9999999999999999,0.9153827884440681,0.06790104846453947,-0.0009734656679754039,0.036048608512387115,NO_HIT
11,9,3,0.19479179677030928,6.090069134211941,0.00030689839601146635,0.0,-0.0011264842986494783,-0.001126483774069389,-0.0007509886579479615,-0.0003754951161214805,-0.0007509890028718343,0.3038413812815265,0.06653000694020388,-1.0000000000000027,0.06653000694020406,-0.9334699930597986,9,9,1.0000000000000002,0.999999523865058,0.09503584832359446,-0.0006703693101020036,0.19343143871219262,NO_HIT
12,9,0,0.1105265112410595,5.938674136601692,6.463925331203487e-05,0.0,-0.06420656608644378,-0.0642192151806567,-0.04283574948781175,-0.021383465692844078,-0.0428269198818706,1.602919261772746,0.26984128304686367,-1.0000000000000009,0.2698412830468639,-0.7301587169531369,9,9,0.9999999999999999,0.9999612409205691,0.044189205883484205,-0.00010770627491574203,0.10567838023694864,NO_HIT
13,9,1,0.004067204862360008,4.738137941078965,1.51913419523949e-10,2.220446049250313e-16,-0.39238450952454484,-0.39202519990474877,-0.2605899995231553,-0.13143520038159384,-0.2604184180349114,5.296564100572786,0.3958676431265301,-1.0000000000000009,0.39586764312653044,-0.6041323568734704,9,9,0.9999999999999999,0.9978384003601795,0.012104374426799706,-2.8978719925021323e-05,0.0037666078665901104,NO_HIT
14,9,2,0.03999999999999959,5.9393135390378085,0.00011735783939879983,0.0,-0.20823571905613505,-0.20683556904653935,-0.13777421353004274,-0.06906135551649656,-0.13868299728487954,2.1119284626120196,0.31733168518242194,-0.9999999999999982,0.3173316851824214,-0.6826683148175768,9,9,1.0,0.9926080935018715,0.048584339975750165,-0.0002928370822168347,0.03615889882608048,NO_HIT
15,9,3,0.27496298565353006,6.121185014676324,0.0004833454781706477,0.0,-0.004712304101730531,-0.004712969004881472,-0.0031419597778084224,-0.0015710092270730114,-0.003141516299401049,0.3473048926620815,0.07812495928039474,-0.9999999999999974,0.07812495928039455,-0.9218750407196029,9,9,1.0000000000000002,0.9999978295737837,0.08495152723832236,-0.0004621869450476268,0.26818436242684596,NO_HIT
16,9,0,0.11976869615637785,5.975660433758068,0.0002080829220943844,0.0,-0.0163453830684394,-0.01634537611128494,-0.010897625230464654,-0.005447750880821278,-0.010897624215013476,1.15072345550965,0.20644828968359544,-0.9999999999999987,0.20644828968359516,-0.7935517103164035,9,9,1.0000000000000002,0.9999991023767019,0.06443373930885671,-0.0001944881646505081,0.11916244720657948,NO_HIT
17,9,1,0.0045376208769274395,4.853257759067058,6.2283689700481115e-09,2.220446049250313e-16,-0.12237149263095633,-0.12275614392625377,-0.08181981119005655,-0.04093633273619712,-0.08155211942345367,2.394982822707,0.2676537171379724,-0.9999999999999997,0.2676537171379723,-0.7323462828620273,9,9,1.0,0.9987573835865227,0.02062025247972505,-2.8397838809368636e-05,0.004268045271177079,NO_HIT
18,9,2,0.039999999999999765,5.885634353151994,6.181030752605453e-05,2.220446049250313e-16,-0.14507997013814483,-0.14557558404298962,-0.09697162263244458,-0.0486039614105456,-0.09662876864647058,2.2944955083108205,0.3284423550404995,-0.9999999999999993,0.3284423550404993,-0.6715576449595,9,9,0.9999999999999999,0.9978585390093204,0.06206199674703682,-0.000397921704932358,0.03809723272849986,NO_HIT
19,9,3,0.2641985974625975,6.176448477865403,0.0006889316026420957,2.220446049250313e-16,-0.0013427057531577179,-0.001342705308290588,-0.000895137275259619,-0.0004475680330306986,-0.0008951375674835115,0.3251887742591044,0.07419003985235358,-0.9999999999999998,0.07419003985235356,-0.9258099601476462,9,9,1.0,0.9999996589640971,0.08700048793779351,-0.00046986076175503655,0.25326760661090764,NO_HIT
