mask,p_center,p_first,p_second,p_radial_first,p_minus,p_plus
160,0.0025032183589906317,-0.00013675963133796617,-0.0011380365582757011,-0.0031687956889494212,0.0025012242086329605,0.0024340024860099313
161,0.0036862389045498063,2.2788753565198695e-05,-0.00072504414682850453,-0.00039096764465944165,0.0036578488088235155,0.003668860009129124
162,0.0043976062394820914,0.00015067986079688204,-0.000895573841801971,0.0013376856027575894,0.0043327927209286651,0.0044063904081966497
163,0.0041952070319791444,6.7650238065883378e-06,0.00061633801590568586,0.0007169200141286001,0.0042127866559337488,0.0042163113968433979
164,0.0050428889759416458,0.00026465073856964919,-0.0011435331366977648,0.0027864089363664477,0.0049421859534721892,0.0050719941630575915
165,0.0048404897684387067,0.00012073590157935573,0.00036837872100989148,0.0021656433477374617,0.0048221798884772772,0.004881915151704345
166,0.0050809624335064352,-7.1552056523274166e-06,0.0025462684159833584,0.0024443501003204343,0.0051620084763721302,0.005159157252636817
167,0.0043027403029531333,0.00012112608342509477,-0.00089054771087915133,0.00090805323328842951,0.0042453960061713978,0.0043044577522241235
168,0.0036705894153871931,8.0170752033126219e-06,-0.00059230396537103254,-0.0004733717932969167,0.0036497673076999119,0.0036539319529288812
169,0.0047856637844387083,0.00012073590157935572,0.00014310281700989183,0.0019403674437374623,0.0047600758114772802,0.0048198110747043436
170,0.0040742964495064328,-7.1552056523274378e-06,0.00031363251198335669,0.00021171419632043235,0.0040851318993721311,0.0040822806756368206
171,0.0038822807423986778,-0.00013550757994124177,0.0016680414604475814,-0.00034436749637493675,0.0039677498603991196,0.0039011680420954161
172,0.0043564632496805337,-0.00013590818243499592,0.0026665136603445001,0.00064839854587988742,0.0044733000301949424,0.0044065488980035965
173,0.00416444754257278,-0.00026426055672391029,0.0040209226088087236,9.2316853184518181e-05,0.0043559179912219291,0.0042254362644621925
174,0.0039239748775050549,-0.00013636944949222703,0.0018430329138352578,-0.00018638989939845208,0.0040160894033270779,0.003948194163529711
175,0.0031929319226690466,7.6164727095586469e-06,-0.0016011917654741167,-0.0014879657510420933,0.0031405449774957322,0.0031445403088370652
176,0.0031733579584680674,-0.00021992468034222212,0.0012709787204205573,-0.0020034543645146411,0.0032666042656128609,0.0031583478662069904
177,0.0044170442238842533,-0.00013589776178698094,0.0029090519883366245,0.00089530671407409609,0.0045409521657050018,0.0044750438645756287
178,0.0050694868412374389,-2.1065014463228415e-05,0.0026755453360531559,0.002375496546706473,0.0051569467783205668,0.0051485624210022719
179,0.0048097302790323388,-0.00015028967895114282,0.0037729633139129276,0.0015410401867933792,0.0049653112237654524,0.0048910400193231379
180,0.0044242041047778671,-0.00013503589223599549,0.0029235046309489441,0.00092677321309760953,0.0045475535457770392,0.0044829586661413248
181,0.00416444754257278,-0.00026426055672391029,0.0040209226088087236,9.2316853184518303e-05,0.0043559179912219326,0.0042254362644621925
182,0.0044150639984869193,-0.00040865750206746463,0.0064569129680228836,0.0003755823868887745,0.0047202736053390355,0.0045168891624909951
183,0.0036908908574809227,-0.00023423509164687667,0.0026240037443872664,-0.00085426597187377492,0.0038291968143571204,0.0037152379674806266
184,0.0035356796970468672,-0.0001211260834250948,0.00099422771087915056,-0.00080437323328842964,0.0035963652438286055,0.0035373034977758742
185,0.0045764174948582379,-2.1536702168474493e-05,0.0016095262615517863,0.0012937999332339239,0.0046320840159426472,0.0046217127199563533
186,0.0039239748775050549,-0.000136369449492227,0.0018430329138352571,-0.00018638989939845192,0.0040160894033270779,0.0039481941635297179
187,0.0037054255230172485,-0.00024988948085577815,0.0028972105312481669,-0.0008219570519231831,0.0038583587391413563,0.0037345542535706135
188,0.0036418080773309557,-7.6164727095586884e-06,-0.00050984823452588366,-0.00062307424895790707,0.0036279212725042658,0.003623925941162938
189,0.0034232587228431484,-0.00012113650407310979,0.00054432938288702512,-0.0012586414014826392,0.0034701906083185411,0.0034102860312038409
190,0.0031726422669290052,2.3260441270444864e-05,-0.0018916609763271388,-0.0015419069351868949,0.0031058349942014373,0.0031188331331750379
191,0.00256900317809325,0.00015071112274092665,-0.0046153147618255936,-0.002368945796659788,0.002385577550458842,0.0024617037309127491
192,0.0019341660858974055,-0.00023594841010083264,-0.00078027911684525313,-0.0042882067057266014,0.0019675646127231003,0.0018518217539212659
193,0.0029318456330885792,-0.00013465613103827158,-0.00034212832093222061,-0.00234189326154563,0.0029540306819611029,0.0028879194540890776
194,0.0036676034313871957,8.01707520331261e-06,-0.00061021986937103269,-0.00049128769729691745,0.0036461857306999096,0.0036503503759288815
195,0.0034980842955195839,-0.0001072058539661791,0.00065693731080148081,-0.00093916331948026225,0.0035448709233902283,0.0034921851419824541
196,0.0043647261678467541,0.00012198795297607998,-0.00065081916426682667,0.0011647956363119445,0.0043141014632434365,0.0043744766307898236
197,0.0041952070319791444,6.76502380658837e-06,0.00061633801590568553,0.00071692001412859989,0.0042127866559337522,0.0042163113968433979
198,0.0044112892336805312,-0.00013590818243499578,0.0028917895643444974,0.00087367444987988764,0.0045354041071949394,0.0044686529750035953
199,0.0037526479582245765,-6.7546031585734764e-06,-8.0675591913559734e-05,-0.00017688774993439155,0.0037515676525763085,0.0037488857427286329
200,0.00423964168848042,0.00010720585396617904,-0.00095006140680148051,0.00064603922348026224,0.0041834269036097665,0.0042361126850175455
