index,n,mode,margin,entropy,min_atom,normalization_residual,lambda_max,fisher_along_top,acceleration_along_top,direction_rank,direction_singular_1,direction_singular_2,step,gap,endpoint_margin,status
0,9,0,0.0979774700130896,5.698211748862188,3.73533215156891e-05,2.220446049250313e-16,-0.051255889239419254,-0.03416633263099737,-0.017089556608422193,9,0.9999999999999999,0.9998122636647732,0.06195221448647331,-0.00022720817220278633,0.09717423330749754,NO_HIT
1,9,1,0.024974063568442773,5.775742931342483,3.94886159628675e-05,2.220446049250313e-16,-0.09484641020155649,-0.06322831449263436,-0.031618095708921934,9,0.9999999999999998,0.9999644258707735,0.06481582337426099,-0.00034548688034607977,0.024222891841757035,NO_HIT
2,9,2,0.039999999999999966,5.980316889810688,0.00011735783939879983,0.0,-0.11748624309544949,-0.07839677603327222,-0.0390894670621762,9,1.0,0.9982971971964927,0.055241879823199815,-0.00025563494568547895,0.039063397011637524,NO_HIT
3,9,3,0.27645427116168675,6.064773952854081,0.0002547492067319468,0.0,-0.0007937023013674251,-0.0005291358894831265,-0.00026456641188363217,9,0.9999999999999997,0.9999998519394845,0.07551111581339566,-0.0002900241458245745,0.25582763048779356,NO_HIT
4,9,0,0.0869126119167602,5.555657927956289,1.4198884503369063e-05,2.220446049250313e-16,-0.054478534793387365,-0.036353193214852114,-0.018125341578535688,9,1.0,0.9999783551857834,0.02966888074381767,-3.872643612812254e-05,0.08052316810947935,NO_HIT
5,9,1,0.01064584814393954,5.928265508090429,4.749501995677273e-05,2.220446049250313e-16,-0.08935769733708167,-0.05956860931449583,-0.029789088022587507,9,0.9999999999999996,0.999926960859513,0.05790654952685059,-0.00026418068295619435,0.010057818924084527,NO_HIT
6,10,0,0.17507169884501628,6.400166253935985,1.030316973980316e-05,0.0,-0.011220295791967554,-0.007480731329851045,-0.0037395644621148194,10,1.0000000000000002,0.9999938449847738,0.053667098046150066,-0.0001083542491961964,0.15694700674033035,NO_HIT
7,10,1,0.0006678102308704844,6.294013316841639,1.2688886880037176e-09,3.3306690738754696e-16,-0.4823428221060621,-0.32487240119215677,-0.15747042091390506,10,0.9999999999999999,0.9994187902705788,0.03201180338756423,-0.00025547176988816034,0.00064413483243026,NO_HIT
8,10,2,0.040000000000000036,6.747880378082138,4.8478031222641814e-05,0.0,-0.20150047062247428,-0.1342835532115795,-0.0672169174108941,10,1.0,0.9994219073551216,0.04088328646124336,-0.0001935666084840193,0.03685890714843676,NO_HIT
9,10,3,0.20283300151737138,6.873297208517446,0.00038733397514311265,0.0,-0.014823665322514194,-0.009882356827644346,-0.004941308494870067,10,1.0000000000000002,0.9999958256502316,0.08420274327105598,-0.0004686084012606173,0.19662195254423864,NO_HIT
10,10,0,0.09405064279867204,6.6588484749762245,5.112772263307226e-05,0.0,-0.013596831324052984,-0.00906445239552095,-0.0045323789285336424,10,1.0,0.9999982992194998,0.07957096631352352,-0.0003696591785118386,0.09091538411201527,NO_HIT
11,10,1,0.0010501786878141478,5.267767363109313,1.1076079916153508e-12,2.220446049250313e-16,-1.9395278084013006,-1.2921858431757594,-0.6473419652255448,10,1.0000000000000002,0.9755904855195242,0.007911169156970743,-6.072191577644048e-05,0.0009696677376302465,NO_HIT
12,11,0,0.1729914740958267,7.507685804281846,0.00010957191524569397,0.0,-0.059520635124215945,-0.03968611448145982,-0.019834520642756225,11,1.0000000000000002,0.9998218149593511,0.06821664643164822,-0.00029119639489394444,0.16468633487166076,NO_HIT
13,11,1,0.00010000000000008662,6.903533598789789,1.1359480590871135e-11,1.1102230246251565e-16,-0.4384896873521902,-0.29114637950825556,-0.14734330784393462,11,1.0,0.998685359208516,0.001793902359854735,-7.056724502518819e-07,8.397465634046863e-05,NO_HIT
14,11,2,0.039999999999999925,7.210278391991359,1.5832303092348234e-05,0.0,-0.1457213102212834,-0.09709476617302414,-0.0486265440482577,11,1.0,0.9990516576610153,0.04981500046417502,-0.00022452422762242463,0.035547177177872376,NO_HIT
15,11,3,0.3329297163306588,7.565662834877233,0.000148052912083835,0.0,-0.0004631828474111953,-0.00030878856697606923,-0.00015439428043514253,11,0.9999999999999999,0.9999999906830355,0.09433364135130262,-0.0006382307867252024,0.3204970500976043,NO_HIT
16,11,0,0.19855043235755798,6.914504234654517,2.983518992386344e-06,2.220446049250313e-16,-0.0006164996326380589,-0.00041100252990976564,-0.0002054971027289354,11,0.9999999999999997,0.9999998677777019,0.0599331266776046,-0.00014021692987942203,0.18847918652927587,NO_HIT
17,11,1,0.0007481649739767837,6.7866176254438955,1.067075140989431e-09,0.0,-0.23848037150591941,-0.15919814095975857,-0.07928223054616157,11,0.9999999999999999,0.9925582160149615,0.002816366675260925,-9.46163810411349e-07,0.000602370238377059,NO_HIT
