index,label,spectral_scale,basis_scale,accepted,rho_psd,rho_unrestricted,unrestricted_same_sign,total_psd_fisher_normalized,min_atom,normalization_residual,generalized_residual,direction_min_rate,direction_max_rate,chord_step,chord_gap,spectrum_margin,basis_orthogonality_residual,status
0,spectrum_local,0.35,0.12,False,0.5395519788052026,0.5395519788052026,True,-0.46044802119479744,1.2251546434189501e-08,2.220446049250313e-16,1.6430626268747455e-16,0.27677163717747816,1.0,0.0032564942735064904,-0.00016313766888309544,0.01207299825535324,3.4467612940587507e-15,NO_HIT
1,one_basis_rotation,0.35,0.12,False,0.5400879998110505,0.5400879998110505,True,-0.4599120001889495,1.761596943155632e-08,0.0,2.7164474349130706e-16,0.2783664350579501,1.0,0.005213978061135285,-0.0003529277610745396,0.018769101515321185,3.4836991500509588e-15,NO_HIT
2,three_basis_rotations,0.35,0.12,True,0.545450366541242,0.545450366541242,True,-0.454549633458758,1.55615093189322e-08,0.0,1.514818307433614e-16,0.4129468001386958,1.0,0.0027050767705231,-0.0001338018664958085,0.011964692575871157,3.374366042668738e-15,NO_HIT
3,source_restart,0.5249999999999999,0.12,True,0.545971457033237,0.545971457033237,True,-0.454028542966763,1.846153640207492e-09,0.0,4.600752438289451e-16,0.28698786309061114,1.0,0.003506715275547578,-0.000226103580841297,0.011390519420955592,3.37053965273052e-15,NO_HIT
4,spectrum_local,0.35,0.12,False,0.5255624011769777,0.5255624011769777,True,-0.4744375988230223,1.2348269935091082e-09,-2.220446049250313e-16,2.099573632699003e-16,0.3063669405036715,1.0,0.004049564802930426,-0.00037318652251983053,0.012406527790451483,3.37053965273052e-15,NO_HIT
5,one_basis_rotation,0.35,0.12,True,0.5475235249300456,0.5475235249300456,True,-0.45247647506995436,2.6533925585773485e-09,0.0,2.825431439692603e-16,0.24549874946546354,1.0,0.003152943596497352,-0.00017081481366432172,0.010000000000000009,3.368280503814042e-15,NO_HIT
6,three_basis_rotations,0.35,0.12,True,0.5458615762194096,0.5458615762194096,True,-0.45413842378059044,1.7943188022622026e-09,0.0,8.302606099308294e-16,0.25896784950703544,1.0,0.0026749612283321848,-0.00013619890217686503,0.010000000000000009,3.3764976645108573e-15,NO_HIT
7,source_restart,0.5249999999999999,0.12,True,0.5466614262544062,0.5466614262544062,True,-0.45333857374559383,2.0466848840758262e-09,0.0,1.8498309475590167e-16,0.2496151787645327,1.0,0.004792167200367069,-0.000392770435626133,0.014560686540578531,3.4894494296291435e-15,NO_HIT
8,spectrum_local,0.35,0.12,True,0.5466136793625771,0.5466136793625771,True,-0.4533863206374229,2.300603730725987e-09,0.0,1.7772196432696833e-16,0.2308643440603381,1.0,0.004046376980804507,-0.0003145771265238295,0.010515804083211415,3.4894494296291435e-15,NO_HIT
9,one_basis_rotation,0.35,0.12,True,0.544358048200686,0.544358048200686,True,-0.455641951799314,3.0805210895628513e-09,0.0,2.785702039260171e-16,0.22845999363544223,1.0,0.00393276959350295,-0.00032483469555355526,0.01,3.481279015851327e-15,NO_HIT
10,three_basis_rotations,0.35,0.12,True,0.5445320560708123,0.5445320560708123,True,-0.45546794392918766,7.847089574616288e-10,-1.1102230246251565e-16,2.592775172679735e-16,0.2707996808774823,1.0,0.0033476205555266142,-0.00025183407535500635,0.0103403957377859,3.5267423119146484e-15,NO_HIT
11,source_restart,0.5249999999999999,0.12,True,0.54651739739941,0.54651739739941,True,-0.45348260260059003,1.7381835308650714e-09,0.0,1.4282936399192654e-16,0.24326926539990298,1.0,0.0030361845347400963,-0.00015794490585552268,0.010000000000000009,3.484994093942081e-15,NO_HIT
12,spectrum_local,0.35,0.12,True,0.5480128083905601,0.5480128083905601,True,-0.4519871916094399,4.377274862379675e-09,0.0,2.3526760360531987e-16,0.2935755034245407,1.0,0.003357714998712254,-0.0001810730752724865,0.010000000000000009,3.484994093942081e-15,NO_HIT
13,one_basis_rotation,0.35,0.12,False,0.5424780300837622,0.5424780300837622,True,-0.45752196991623784,5.405808185628767e-09,0.0,3.239698950307206e-16,0.24206962957697237,1.0,0.003044034277749983,-0.00012248099282974323,0.01,3.4386314686811647e-15,NO_HIT
14,three_basis_rotations,0.35,0.12,True,0.5470547816651239,0.5470547816651239,True,-0.4529452183348761,6.256217268271732e-09,0.0,7.828715569922938e-16,0.2658334754581847,1.0,0.003619677188137669,-0.00022574289288623817,0.01389788061913877,3.5406735811444602e-15,NO_HIT
15,source_restart,0.5249999999999999,0.12,False,0.5314679715857025,0.5314679715857025,True,-0.46853202841429753,1.1417648506298043e-08,-2.220446049250313e-16,3.0546374242149444e-16,0.2889498332684398,1.0,0.0034608083648589,-0.00016631929320976013,0.010000000000000009,3.314153981965947e-15,NO_HIT
