id,n,gamma,proposal,c,kind,status,reason,rank,eigenvalue_ratio,step,Delta_E,Delta_A,Delta_B,I_minus,I_0,I_plus,MI_bump,marginal_deficit_sum,bump_to_deficit_ratio,information_identity_residual,geometry_term,KL_cost,JS_cost,geometry_identity_residual,curvature_E,curvature_A,curvature_B,curvature_I,min_probability,normalization_residual,mobius_max_error,marginal_kernel_max_error,quadratic_event_max_error,cross_norm_min,second_cross_singular_lower_bound,margin_min,direction_norm_A,direction_norm_B,direction_norm_X
n6_g0_p02,6,1,2,2,CHORD,NO_SIGNAL,,2,0.4992136295422568,18471/1000000,-0.0004684116287219098,-0.0002188359962742581,-0.00019674777789235876,0.0004257755829261663,0.0003053178075784924,0.00029051574134138713,-5.282785455528431e-05,0.00041558377416661685,-0.12711722121784388,-8.61940727125976e-18,-2.6209686561419322e-05,4.686506602598964e-07,0.0004417332915007677,5.371137562493189e-16,-2.74249847828784,-1.2824928581855688,-1.1526877127418305,0.3073179073604404,0.006058715534608016,2.220446049250313e-16,,5.551115123125783e-17,3.8163916471489756e-17,0.12018494835043847,0.058953051050875845,0.152278,0.9813316283020141,1.0935963337431551,1.1878997779076068
n6_g0_p02,6,1,2,2,CHORD,NO_SIGNAL,,2,0.4992136295422568,31401/1000000,-0.0013568690917349358,-0.0006327594825146221,-0.0005692248222413099,0.0005875405897558181,0.0003053178075784924,0.000332864599358871,-0.00015488478697885214,0.001201984304755932,-0.12885757856073016,-1.516256738220978e-16,-7.574744151469875e-05,3.91640332397862e-06,0.0012772052468967843,5.2583805365546965e-16,-2.74249847828784,-1.2824928581855688,-1.1526877127418305,0.3073179073604404,0.006014949027859812,2.220446049250313e-16,1.6306400674181987e-16,5.551115123125783e-17,2.7755575615628914e-17,0.11980077640783378,0.04429927458812695,0.152206,0.9813316283020141,1.0935963337431551,1.1878997779076068
n6_g0_p03,6,1,3,1/2,DIRECTION,ACCEPTED,,2,0.4949788552052973,,,,,,,,,,,,,,,,-0.4851993849840752,-0.09762531383434406,-0.28531464340595775,0.10225942774377339,,,,,,,,,0.21865187393504917,0.37470152730927214,0.7183872541419288
n6_g0_p03,6,1,3,1/2,CHORD,NO_SIGNAL,,2,0.4949788552052973,12217/1000000,-3.6220828999233845e-05,-7.285565816417261e-06,-2.129260843553027e-05,0.0003593584749817774,0.0003053178075784924,0.00026656244967030915,-7.64265474755086e-06,2.857817425194753e-05,-0.2674297763101515,2.645453300864631e-16,-2.35324137691079e-06,7.587874640933732e-09,3.3859999748031555e-05,3.4943158392850004e-16,-0.4851993849840752,-0.09762531383434406,-0.28531464340595775,0.10225942774377339,0.0060828923204623506,1.1102230246251565e-16,,5.551115123125783e-17,2.7755575615628914e-17,0.11979220303817684,0.07111122400535456,0.151088,0.21865187393504917,0.37470152730927214,0.7183872541419288
n6_g0_p03,6,1,3,1/2,CHORD,NO_SIGNAL,,2,0.4949788552052973,30543/1000000,-0.0002267682777032931,-4.5537208065660195e-05,-0.00013309225773205924,0.00047389044298525615,0.0003053178075784924,0.00023302279598252863,-4.8138811905399986e-05,0.00017862946579771943,-0.26948976021633814,-1.736891880321778e-16,-1.470824016556007e-05,2.9644506280013995e-07,0.00021176359247565557,7.22674958070213e-16,-0.4851993849840752,-0.09762531383434406,-0.28531464340595775,0.10225942774377339,0.006026021062992163,2.220446049250313e-16,,5.551115123125783e-17,3.469446951953614e-17,0.11464476331099302,0.0579479032910408,0.148712,0.21865187393504917,0.37470152730927214,0.7183872541419288
n6_g0_p03,6,1,3,1/2,CHORD,NO_SIGNAL,,2,0.4949788552052973,51923/1000000,-0.0006578394207270577,-0.00013160807808176855,-0.00038469433439125567,0.0006686123494528577,0.0003053178075784924,0.00022509728221486243,-0.00014153700825536765,0.0005163024124730242,-0.2741358646329445,1.3341649833520375e-15,-4.2506650349214304e-05,2.476381153578434e-06,0.000612856389224703,4.380176776841438e-16,-0.4851993849840752,-0.09762531383434406,-0.28531464340595775,0.10225942774377339,0.0059696905008374485,1.1102230246251565e-16,2.2898349882893854e-16,5.551115123125783e-17,2.6020852139652106e-17,0.11033438455787802,0.04259093521988353,0.145043,0.21865187393504917,0.37470152730927214,0.7183872541419288
n6_g0_p04,6,1,4,1,DIRECTION,ACCEPTED,,2,1.0,,,,,,,,,,,,,,,,-1.1673344659667633,-0.9919460696750131,-0.12395239252278412,0.051436003768966065,,,,,,,,,0.5325958910274768,0.4935093021085765,0.5037606296058297
n6_g0_p04,6,1,4,1,CHORD,NO_SIGNAL,,2,1.0,15959/1000000,-0.0001486730307753703,-0.00012632404942980457,-1.5787945594425423e-05,0.0003075084914153953,0.0003053178075784924,0.00031624919524401345,-6.561035751211975e-06,0.00014211199502423,-0.04616806449092016,7.166576360129184e-17,-4.7080870016181795e-06,1.8603095250442256e-08,0.00014394634067826928,-2.323987356722679e-16,-1.1673344659667633,-0.9919460696750131,-0.12395239252278412,0.051436003768966065,0.006023702775228277,1.1102230246251565e-16,,5.551115123125783e-17,4.163336342344337e-17,0.12388362197536569,0.07337619335926394,0.148806,0.5325958910274768,0.4935093021085765,0.5037606296058297
n6_g0_p04,6,1,4,1,CHORD,NO_SIGNAL,,2,1.0,19949/500000,-0.0009298546777536387,-0.0007897038840960491,-9.878374110527943e-05,0.00033829576217021037,0.0003053178075784924,0.0003550739580929883,-4.136705255310694e-05,0.0008884876252013285,-0.046558951841038074,7.967259664509729e-16,-2.9426281296015438e-05,7.270175647554176e-07,0.0008997013788931696,3.017334646027159e-16,-1.1673344659667633,-0.9919460696750131,-0.12395239252278412,0.051436003768966065,0.005874889299232737,1.1102230246251565e-16,,5.551115123125783e-17,2.7755575615628914e-17,0.12388362197536569,0.06361048184837863,0.14302,0.5325958910274768,0.4935093021085765,0.5037606296058297
n6_g0_p04,6,1,4,1,CHORD,NO_SIGNAL,,2,1.0,33913/500000,-0.0026913168365307882,-0.002283238366392659,-0.00028617366172234426,0.00042281659401629786,0.0003053178075784924,0.00043162863797364015,-0.0001219048084164766,0.0025694120281150035,-0.04744463211138214,6.918294062630004e-16,-8.504044837586474e-05,6.077542646978895e-06,0.002600198845508217,2.723515857283587e-16,-1.1673344659667633,-0.9919460696750131,-0.12395239252278412,0.051436003768966065,0.005706509609830537,1.1102230246251565e-16,1.249000902703301e-16,5.551115123125783e-17,2.7755575615628914e-17,0.12388362197536569,0.05221749170359376,0.135698,0.5325958910274768,0.4935093021085765,0.5037606296058297
