example,s,r,eig_min,eig_max,feasible,hessian,fisher,acceleration,min_event_probability
canonical_n5,0.02,0.2,0.0033982759633602432,0.9911021139776494,True,-0.11679185541820863,-0.0,-0.11679185541820863,2.7705292747093643e-07
canonical_n5,0.02,0.4,0.0033982759633602432,0.9911021139776494,True,-0.10888096829224136,-0.0,-0.10888096829224136,2.7705292747093643e-07
canonical_n5,0.02,0.6,0.0033982759633602432,0.9911021139776494,True,-0.1330750359859392,-0.0,-0.1330750359859392,2.7705292747093643e-07
canonical_n5,0.02,0.8,0.0033982759633602432,0.9911021139776494,True,-0.1893740584992955,-0.0,-0.1893740584992955,2.7705292747093643e-07
canonical_n5,0.02,1.0,0.0033982759633602432,0.9911021139776494,True,-0.27777803583231264,-0.0,-0.27777803583231264,2.7705292747093643e-07
canonical_n5,0.05,0.0,0.008305711673252142,0.9780105274128058,True,-0.25244283839355375,-0.0,-0.25244283839355375,4.0205983808283065e-06
canonical_n5,0.05,0.0001,0.008305711673252142,0.9780105274128058,True,-0.2523969827809257,-0.0,-0.2523969827809257,4.0205983808283065e-06
canonical_n5,0.05,0.0005,0.008305711673252142,0.9780105274128058,True,-0.2522136406658081,-0.0,-0.2522136406658081,4.0205983808283065e-06
canonical_n5,0.05,0.001,0.008305711673252142,0.9780105274128058,True,-0.2519846437765427,-0.0,-0.2519846437765427,4.0205983808283065e-06
canonical_n5,0.05,0.002,0.008305711673252142,0.9780105274128058,True,-0.2515272525134473,-0.0,-0.2515272525134473,4.0205983808283065e-06
canonical_n5,0.05,0.005,0.008305711673252142,0.9780105274128058,True,-0.25015989884766754,-0.0,-0.25015989884766754,4.0205983808283065e-06
canonical_n5,0.05,0.01,0.008305711673252142,0.9780105274128058,True,-0.2478970431497345,-0.0,-0.2478970431497345,4.0205983808283065e-06
canonical_n5,0.05,0.02,0.008305711673252142,0.9780105274128058,True,-0.2434315832977193,-0.0,-0.2434315832977193,4.0205983808283065e-06
canonical_n5,0.05,0.05,0.008305711673252142,0.9780105274128058,True,-0.23051721609247566,-0.0,-0.23051721609247566,4.0205983808283065e-06
canonical_n5,0.05,0.1,0.008305711673252142,0.9780105274128058,True,-0.2105999785864312,-0.0,-0.2105999785864312,4.0205983808283065e-06
canonical_n5,0.05,0.2,0.008305711673252142,0.9780105274128058,True,-0.17679065795944532,-0.0,-0.17679065795944532,4.0205983808283065e-06
canonical_n5,0.05,0.4,0.008305711673252142,0.9780105274128058,True,-0.13327263424589259,-0.0,-0.13327263424589259,4.0205983808283065e-06
canonical_n5,0.05,0.6,0.008305711673252142,0.9780105274128058,True,-0.12188876725289796,-0.0,-0.12188876725289796,4.0205983808283065e-06
canonical_n5,0.05,0.8,0.008305711673252142,0.9780105274128058,True,-0.14263905698045998,-0.0,-0.14263905698045998,4.0205983808283065e-06
canonical_n5,0.05,1.0,0.008305711673252142,0.9780105274128058,True,-0.1955235034285796,-0.0,-0.1955235034285796,4.0205983808283065e-06
canonical_n5,0.1,0.0,0.01646454142310668,0.9562508824226773,True,-0.324400360824791,-0.0,-0.324400360824791,2.9930814871701616e-05
