example,n,K_distance_fro,K_relative_distance,A_distance_fro,A_relative_distance,K_toeplitz_eig_min,K_toeplitz_eig_max,K_toeplitz_positive_contraction,original_hessian
canonical_n5,5,1.0345887603294364,0.7316652933282671,0.967126327494673,0.9702360664762767,0.145092758770952,0.6508201674310897,True,0.005205948203929056
larger_gap_n5,5,1.0068496612345028,0.713551805977753,0.0008865180953219925,0.9385196131288894,0.1116274833358257,0.6942646489534916,True,2.9141713604586364e-08
larger_gap_n6,6,1.0081600035697627,0.5832881291250546,3.4641016151377544,1.0,0.11866230346864898,1.0360060409303475,False,0.5256688351489149
