family,epsilon,n,delta,threshold_status,symmetric_difference,transition_count,count_over_log_n,spectral_distance_to_01,closest_to_half,eig_min,eig_max
near_symmetric_m2_least,0.002,48,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,4,1.033271067229315,1.4970129666842742,0.33133468110169645;0.68101971475295175;0.73827006303683729;0.25570438265552986;0.072076330312040318;0.93972126348346452,0.0019999999999993022,0.9979999982934723
near_symmetric_m2_least,0.002,48,0.2,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,4,1.033271067229315,1.4970129666842742,0.33133468110169645;0.68101971475295175;0.73827006303683729;0.25570438265552986;0.072076330312040318;0.93972126348346452,0.0019999999999993022,0.9979999982934723
near_symmetric_m2_least,0.2,64,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,64,15.38874710281561,13.763535625014882,0.50137463728351905;0.42066509092767523;0.6564155812411544;0.28994909344134412;0.71135998936056088;0.25356036536097104,0.19999999999999954,0.799999999999166
near_symmetric_m2_least,0.2,64,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,64,15.38874710281561,13.763535625014882,0.50137463728351905;0.42066509092767523;0.6564155812411544;0.28994909344134412;0.71135998936056088;0.25356036536097104,0.19999999999999954,0.799999999999166
near_symmetric_m2_least,0.2,64,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,64,15.38874710281561,13.763535625014882,0.50137463728351905;0.42066509092767523;0.6564155812411544;0.28994909344134412;0.71135998936056088;0.25356036536097104,0.19999999999999954,0.799999999999166
near_symmetric_m2_least,0.2,64,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,64,15.38874710281561,13.763535625014882,0.50137463728351905;0.42066509092767523;0.6564155812411544;0.28994909344134412;0.71135998936056088;0.25356036536097104,0.19999999999999954,0.799999999999166
near_symmetric_m2_least,0.2,64,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,0.0029087459247931907,53,12.743806194519179,13.763535625014882,0.50137463728351905;0.42066509092767523;0.6564155812411544;0.28994909344134412;0.71135998936056088;0.25356036536097104,0.19999999999999954,0.799999999999166
near_symmetric_m2_least,0.05,64,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,64,15.38874710281561,4.64530343752232,0.50206195592527869;0.38099763639151291;0.73462337186173166;0.18492364016201618;0.81703998404084155;0.13034054804145651,0.04999999999999931,0.9499999999987492
near_symmetric_m2_least,0.05,64,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,64,15.38874710281561,4.64530343752232,0.50206195592527869;0.38099763639151291;0.73462337186173166;0.18492364016201618;0.81703998404084155;0.13034054804145651,0.04999999999999931,0.9499999999987492
near_symmetric_m2_least,0.05,64,0.05,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,0.0029087459247931907,53,12.743806194519179,4.64530343752232,0.50206195592527869;0.38099763639151291;0.73462337186173166;0.18492364016201618;0.81703998404084155;0.13034054804145651,0.04999999999999931,0.9499999999987492
near_symmetric_m2_least,0.05,64,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,6,1.4426950408889636,4.64530343752232,0.50206195592527869;0.38099763639151291;0.73462337186173166;0.18492364016201618;0.81703998404084155;0.13034054804145651,0.04999999999999931,0.9499999999987492
near_symmetric_m2_least,0.05,64,0.2,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,3,0.7213475204444818,4.64530343752232,0.50206195592527869;0.38099763639151291;0.73462337186173166;0.18492364016201618;0.81703998404084155;0.13034054804145651,0.04999999999999931,0.9499999999987492
near_symmetric_m2_least,0.01,64,0.01,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,0.0029087459247931907,53,12.743806194519179,2.213774854190972,0.50224524089641454;0.37041964851520293;0.75547878269388546;0.15691685262086208;0.84522131595558292;0.097481930089585972,0.009999999999999247,0.9899999999986379
near_symmetric_m2_least,0.01,64,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,10,2.4044917348149393,2.213774854190972,0.50224524089641454;0.37041964851520293;0.75547878269388546;0.15691685262086208;0.84522131595558292;0.097481930089585972,0.009999999999999247,0.9899999999986379
near_symmetric_m2_least,0.01,64,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,7,1.6831442143704574,2.213774854190972,0.50224524089641454;0.37041964851520293;0.75547878269388546;0.15691685262086208;0.84522131595558292;0.097481930089585972,0.009999999999999247,0.9899999999986379
near_symmetric_m2_least,0.01,64,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,5,1.2022458674074696,2.213774854190972,0.50224524089641454;0.37041964851520293;0.75547878269388546;0.15691685262086208;0.84522131595558292;0.097481930089585972,0.009999999999999247,0.9899999999986379
near_symmetric_m2_least,0.01,64,0.2,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,3,0.7213475204444818,2.213774854190972,0.50224524089641454;0.37041964851520293;0.75547878269388546;0.15691685262086208;0.84522131595558292;0.097481930089585972,0.009999999999999247,0.9899999999986379
near_symmetric_m2_least,0.002,64,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,0.0029087459247931907,10,2.4044917348149393,1.7274691375247022,0.5022818978906417;0.36830405093994095;0.75964986486031627;0.15131549511263126;0.85085758233853126;0.090910206499211874,0.0019999999999992355,0.9979999999986157
