family,epsilon,n,Hn_second,increment_second,Hn_second_over_n,conditional_fisher,prediction_vertical,spectral_increment,coherence_increment,coherence_over_abs_spectral,bulk_limit,bulk_correction,min_conditional_p,max_conditional_p,eig_min,eig_max,delta,threshold_status,transition_count,correction_over_transition_count
near_symmetric_m2_least,0.2,2,-4.105292536741581e-09,-4.105292536741581e-09,-2.0526462683707905e-09,-1.3957857059017898e-34,-4.105292536741581e-09,-1.4162410637213743e-07,1.3751881383539584e-07,0.971012755936095,-0.0010471485329255487,0.001047144427633012,0.30227755852963517,0.46176281224116095,0.29241181672738015,0.45795900371653686,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,2,6.875940691769792e-08
near_symmetric_m2_least,0.2,2,-4.105292536741581e-09,-4.105292536741581e-09,-2.0526462683707905e-09,-1.3957857059017898e-34,-4.105292536741581e-09,-1.4162410637213743e-07,1.3751881383539584e-07,0.971012755936095,-0.0010471485329255487,0.001047144427633012,0.30227755852963517,0.46176281224116095,0.29241181672738015,0.45795900371653686,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,2,6.875940691769792e-08
near_symmetric_m2_least,0.2,2,-4.105292536741581e-09,-4.105292536741581e-09,-2.0526462683707905e-09,-1.3957857059017898e-34,-4.105292536741581e-09,-1.4162410637213743e-07,1.3751881383539584e-07,0.971012755936095,-0.0010471485329255487,0.001047144427633012,0.30227755852963517,0.46176281224116095,0.29241181672738015,0.45795900371653686,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,2,6.875940691769792e-08
near_symmetric_m2_least,0.2,2,-4.105292536741581e-09,-4.105292536741581e-09,-2.0526462683707905e-09,-1.3957857059017898e-34,-4.105292536741581e-09,-1.4162410637213743e-07,1.3751881383539584e-07,0.971012755936095,-0.0010471485329255487,0.001047144427633012,0.30227755852963517,0.46176281224116095,0.29241181672738015,0.45795900371653686,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,2,6.875940691769792e-08
near_symmetric_m2_least,0.2,2,-4.105292536741581e-09,-4.105292536741581e-09,-2.0526462683707905e-09,-1.3957857059017898e-34,-4.105292536741581e-09,-1.4162410637213743e-07,1.3751881383539584e-07,0.971012755936095,-0.0010471485329255487,0.001047144427633012,0.30227755852963517,0.46176281224116095,0.29241181672738015,0.45795900371653686,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,2,6.875940691769792e-08
near_symmetric_m2_least,0.2,3,-8.125404559360013e-08,-7.714875305685854e-08,-2.7084681864533377e-08,-6.214568631026527e-34,-7.714875305685854e-08,-2.916137360895602e-06,2.8389886078387436e-06,0.9735441978517896,-0.0010471485329255487,0.0010470713841724919,0.30227755852963517,0.46176281224116095,0.21215815667653992,0.4592384459077607,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,3,9.463295359462479e-07
near_symmetric_m2_least,0.2,3,-8.125404559360013e-08,-7.714875305685854e-08,-2.7084681864533377e-08,-6.214568631026527e-34,-7.714875305685854e-08,-2.916137360895602e-06,2.8389886078387436e-06,0.9735441978517896,-0.0010471485329255487,0.0010470713841724919,0.30227755852963517,0.46176281224116095,0.21215815667653992,0.4592384459077607,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,3,9.463295359462479e-07
near_symmetric_m2_least,0.2,3,-8.125404559360013e-08,-7.714875305685854e-08,-2.7084681864533377e-08,-6.214568631026527e-34,-7.714875305685854e-08,-2.916137360895602e-06,2.8389886078387436e-06,0.9735441978517896,-0.0010471485329255487,0.0010470713841724919,0.30227755852963517,0.46176281224116095,0.21215815667653992,0.4592384459077607,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,3,9.463295359462479e-07
near_symmetric_m2_least,0.2,3,-8.125404559360013e-08,-7.714875305685854e-08,-2.7084681864533377e-08,-6.214568631026527e-34,-7.714875305685854e-08,-2.916137360895602e-06,2.8389886078387436e-06,0.9735441978517896,-0.0010471485329255487,0.0010470713841724919,0.30227755852963517,0.46176281224116095,0.21215815667653992,0.4592384459077607,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,3,9.463295359462479e-07
near_symmetric_m2_least,0.2,3,-8.125404559360013e-08,-7.714875305685854e-08,-2.7084681864533377e-08,-6.214568631026527e-34,-7.714875305685854e-08,-2.916137360895602e-06,2.8389886078387436e-06,0.9735441978517896,-0.0010471485329255487,0.0010470713841724919,0.30227755852963517,0.46176281224116095,0.21215815667653992,0.4592384459077607,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,3,9.463295359462479e-07
near_symmetric_m2_least,0.2,4,-6.257079783707431e-07,-5.444539327771429e-07,-1.5642699459268577e-07,-5.734653615584969e-34,-5.444539327771429e-07,-9.018480989761613e-06,8.47402705698447e-06,0.9396290868278988,-0.0010471485329255487,0.0010466040789927715,0.30227755852963517,0.46176281224116095,0.2040225731424385,0.5884020686716706,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,4,2.1185067642461174e-06
near_symmetric_m2_least,0.2,4,-6.257079783707431e-07,-5.444539327771429e-07,-1.5642699459268577e-07,-5.734653615584969e-34,-5.444539327771429e-07,-9.018480989761613e-06,8.47402705698447e-06,0.9396290868278988,-0.0010471485329255487,0.0010466040789927715,0.30227755852963517,0.46176281224116095,0.2040225731424385,0.5884020686716706,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,4,2.1185067642461174e-06
near_symmetric_m2_least,0.2,4,-6.257079783707431e-07,-5.444539327771429e-07,-1.5642699459268577e-07,-5.734653615584969e-34,-5.444539327771429e-07,-9.018480989761613e-06,8.47402705698447e-06,0.9396290868278988,-0.0010471485329255487,0.0010466040789927715,0.30227755852963517,0.46176281224116095,0.2040225731424385,0.5884020686716706,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,4,2.1185067642461174e-06
near_symmetric_m2_least,0.2,4,-6.257079783707431e-07,-5.444539327771429e-07,-1.5642699459268577e-07,-5.734653615584969e-34,-5.444539327771429e-07,-9.018480989761613e-06,8.47402705698447e-06,0.9396290868278988,-0.0010471485329255487,0.0010466040789927715,0.30227755852963517,0.46176281224116095,0.2040225731424385,0.5884020686716706,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,4,2.1185067642461174e-06
near_symmetric_m2_least,0.2,4,-6.257079783707431e-07,-5.444539327771429e-07,-1.5642699459268577e-07,-5.734653615584969e-34,-5.444539327771429e-07,-9.018480989761613e-06,8.47402705698447e-06,0.9396290868278988,-0.0010471485329255487,0.0010466040789927715,0.30227755852963517,0.46176281224116095,0.2040225731424385,0.5884020686716706,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,4,2.1185067642461174e-06
near_symmetric_m2_least,0.2,5,-1.2306573433851252e-06,-6.049493650143821e-07,-2.4613146867702504e-07,-8.23708614818716e-34,-6.049493650143821e-07,-1.1180562267767195e-05,1.0575612902752813e-05,0.9458927600843108,-0.0010471485329255487,0.0010465435835605344,0.30227755852963517,0.46176281224116095,0.20035886201473338,0.6441724143817491,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,5,2.1151225805505626e-06
near_symmetric_m2_least,0.2,5,-1.2306573433851252e-06,-6.049493650143821e-07,-2.4613146867702504e-07,-8.23708614818716e-34,-6.049493650143821e-07,-1.1180562267767195e-05,1.0575612902752813e-05,0.9458927600843108,-0.0010471485329255487,0.0010465435835605344,0.30227755852963517,0.46176281224116095,0.20035886201473338,0.6441724143817491,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,5,2.1151225805505626e-06
near_symmetric_m2_least,0.2,5,-1.2306573433851252e-06,-6.049493650143821e-07,-2.4613146867702504e-07,-8.23708614818716e-34,-6.049493650143821e-07,-1.1180562267767195e-05,1.0575612902752813e-05,0.9458927600843108,-0.0010471485329255487,0.0010465435835605344,0.30227755852963517,0.46176281224116095,0.20035886201473338,0.6441724143817491,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,5,2.1151225805505626e-06
near_symmetric_m2_least,0.2,5,-1.2306573433851252e-06,-6.049493650143821e-07,-2.4613146867702504e-07,-8.23708614818716e-34,-6.049493650143821e-07,-1.1180562267767195e-05,1.0575612902752813e-05,0.9458927600843108,-0.0010471485329255487,0.0010465435835605344,0.30227755852963517,0.46176281224116095,0.20035886201473338,0.6441724143817491,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,5,2.1151225805505626e-06
near_symmetric_m2_least,0.2,5,-1.2306573433851252e-06,-6.049493650143821e-07,-2.4613146867702504e-07,-8.23708614818716e-34,-6.049493650143821e-07,-1.1180562267767195e-05,1.0575612902752813e-05,0.9458927600843108,-0.0010471485329255487,0.0010465435835605344,0.30227755852963517,0.46176281224116095,0.20035886201473338,0.6441724143817491,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,5,2.1151225805505626e-06
near_symmetric_m2_least,0.2,6,-1.851896117025283e-06,-6.212387736401579e-07,-3.0864935283754716e-07,-8.710892315993539e-34,-6.212387736401579e-07,-1.1523874798584427e-05,1.0902636024944268e-05,0.9460911555793308,-0.0010471485329255487,0.0010465272941519086,0.30227755852963517,0.46176281224116095,0.20010549744370337,0.6458818867966608,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,6,1.817106004157378e-06
near_symmetric_m2_least,0.2,6,-1.851896117025283e-06,-6.212387736401579e-07,-3.0864935283754716e-07,-8.710892315993539e-34,-6.212387736401579e-07,-1.1523874798584427e-05,1.0902636024944268e-05,0.9460911555793308,-0.0010471485329255487,0.0010465272941519086,0.30227755852963517,0.46176281224116095,0.20010549744370337,0.6458818867966608,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,6,1.817106004157378e-06
near_symmetric_m2_least,0.2,6,-1.851896117025283e-06,-6.212387736401579e-07,-3.0864935283754716e-07,-8.710892315993539e-34,-6.212387736401579e-07,-1.1523874798584427e-05,1.0902636024944268e-05,0.9460911555793308,-0.0010471485329255487,0.0010465272941519086,0.30227755852963517,0.46176281224116095,0.20010549744370337,0.6458818867966608,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,6,1.817106004157378e-06
near_symmetric_m2_least,0.2,6,-1.851896117025283e-06,-6.212387736401579e-07,-3.0864935283754716e-07,-8.710892315993539e-34,-6.212387736401579e-07,-1.1523874798584427e-05,1.0902636024944268e-05,0.9460911555793308,-0.0010471485329255487,0.0010465272941519086,0.30227755852963517,0.46176281224116095,0.20010549744370337,0.6458818867966608,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,6,1.817106004157378e-06
near_symmetric_m2_least,0.2,6,-1.851896117025283e-06,-6.212387736401579e-07,-3.0864935283754716e-07,-8.710892315993539e-34,-6.212387736401579e-07,-1.1523874798584427e-05,1.0902636024944268e-05,0.9460911555793308,-0.0010471485329255487,0.0010465272941519086,0.30227755852963517,0.46176281224116095,0.20010549744370337,0.6458818867966608,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,6,1.817106004157378e-06
near_symmetric_m2_least,0.2,7,-2.513818705344944e-06,-6.61922588319661e-07,-3.5911695790642057e-07,-8.596315977851167e-34,-6.61922588319661e-07,-1.305378296699675e-05,1.239186037867709e-05,0.949292661752293,-0.0010471485329255487,0.001046486610337229,0.30227755852963517,0.46176281224116095,0.20000843197807164,0.7147499396899435,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,7,1.7702657683824414e-06
near_symmetric_m2_least,0.2,7,-2.513818705344944e-06,-6.61922588319661e-07,-3.5911695790642057e-07,-8.596315977851167e-34,-6.61922588319661e-07,-1.305378296699675e-05,1.239186037867709e-05,0.949292661752293,-0.0010471485329255487,0.001046486610337229,0.30227755852963517,0.46176281224116095,0.20000843197807164,0.7147499396899435,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,7,1.7702657683824414e-06
near_symmetric_m2_least,0.2,7,-2.513818705344944e-06,-6.61922588319661e-07,-3.5911695790642057e-07,-8.596315977851167e-34,-6.61922588319661e-07,-1.305378296699675e-05,1.239186037867709e-05,0.949292661752293,-0.0010471485329255487,0.001046486610337229,0.30227755852963517,0.46176281224116095,0.20000843197807164,0.7147499396899435,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,7,1.7702657683824414e-06
near_symmetric_m2_least,0.2,7,-2.513818705344944e-06,-6.61922588319661e-07,-3.5911695790642057e-07,-8.596315977851167e-34,-6.61922588319661e-07,-1.305378296699675e-05,1.239186037867709e-05,0.949292661752293,-0.0010471485329255487,0.001046486610337229,0.30227755852963517,0.46176281224116095,0.20000843197807164,0.7147499396899435,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,7,1.7702657683824414e-06
near_symmetric_m2_least,0.2,7,-2.513818705344944e-06,-6.61922588319661e-07,-3.5911695790642057e-07,-8.596315977851167e-34,-6.61922588319661e-07,-1.305378296699675e-05,1.239186037867709e-05,0.949292661752293,-0.0010471485329255487,0.001046486610337229,0.30227755852963517,0.46176281224116095,0.20000843197807164,0.7147499396899435,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,7,1.7702657683824414e-06
near_symmetric_m2_least,0.2,8,-3.1861617772969323e-06,-6.723430719519883e-07,-3.9827022216211654e-07,-8.731009521984864e-34,-6.723430719519883e-07,-1.413776756440144e-05,1.3465424492449452e-05,0.9524434767448765,-0.0010471485329255487,0.0010464761898535966,0.30227755852963517,0.46176281224116095,0.2000024048698886,0.7423997676491267,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,8,1.6831780615561815e-06
near_symmetric_m2_least,0.2,8,-3.1861617772969323e-06,-6.723430719519883e-07,-3.9827022216211654e-07,-8.731009521984864e-34,-6.723430719519883e-07,-1.413776756440144e-05,1.3465424492449452e-05,0.9524434767448765,-0.0010471485329255487,0.0010464761898535966,0.30227755852963517,0.46176281224116095,0.2000024048698886,0.7423997676491267,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,8,1.6831780615561815e-06
near_symmetric_m2_least,0.2,8,-3.1861617772969323e-06,-6.723430719519883e-07,-3.9827022216211654e-07,-8.731009521984864e-34,-6.723430719519883e-07,-1.413776756440144e-05,1.3465424492449452e-05,0.9524434767448765,-0.0010471485329255487,0.0010464761898535966,0.30227755852963517,0.46176281224116095,0.2000024048698886,0.7423997676491267,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,8,1.6831780615561815e-06
near_symmetric_m2_least,0.2,8,-3.1861617772969323e-06,-6.723430719519883e-07,-3.9827022216211654e-07,-8.731009521984864e-34,-6.723430719519883e-07,-1.413776756440144e-05,1.3465424492449452e-05,0.9524434767448765,-0.0010471485329255487,0.0010464761898535966,0.30227755852963517,0.46176281224116095,0.2000024048698886,0.7423997676491267,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,8,1.6831780615561815e-06
near_symmetric_m2_least,0.2,8,-3.1861617772969323e-06,-6.723430719519883e-07,-3.9827022216211654e-07,-8.731009521984864e-34,-6.723430719519883e-07,-1.413776756440144e-05,1.3465424492449452e-05,0.9524434767448765,-0.0010471485329255487,0.0010464761898535966,0.30227755852963517,0.46176281224116095,0.2000024048698886,0.7423997676491267,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,8,1.6831780615561815e-06
near_symmetric_m2_least,0.2,9,-3.866560526957969e-06,-6.803987496610372e-07,-4.296178363286633e-07,-8.881936186288824e-34,-6.803987496610372e-07,-1.6427753702240942e-05,1.5747354952579905e-05,0.9585823623854172,-0.0010471485329255487,0.0010464681341758877,0.30227755852963517,0.46176281224116095,0.2000001840606038,0.7436940079864723,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,9,1.7497061058422116e-06
near_symmetric_m2_least,0.2,9,-3.866560526957969e-06,-6.803987496610372e-07,-4.296178363286633e-07,-8.881936186288824e-34,-6.803987496610372e-07,-1.6427753702240942e-05,1.5747354952579905e-05,0.9585823623854172,-0.0010471485329255487,0.0010464681341758877,0.30227755852963517,0.46176281224116095,0.2000001840606038,0.7436940079864723,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,9,1.7497061058422116e-06
near_symmetric_m2_least,0.2,9,-3.866560526957969e-06,-6.803987496610372e-07,-4.296178363286633e-07,-8.881936186288824e-34,-6.803987496610372e-07,-1.6427753702240942e-05,1.5747354952579905e-05,0.9585823623854172,-0.0010471485329255487,0.0010464681341758877,0.30227755852963517,0.46176281224116095,0.2000001840606038,0.7436940079864723,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,9,1.7497061058422116e-06
near_symmetric_m2_least,0.2,9,-3.866560526957969e-06,-6.803987496610372e-07,-4.296178363286633e-07,-8.881936186288824e-34,-6.803987496610372e-07,-1.6427753702240942e-05,1.5747354952579905e-05,0.9585823623854172,-0.0010471485329255487,0.0010464681341758877,0.30227755852963517,0.46176281224116095,0.2000001840606038,0.7436940079864723,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,9,1.7497061058422116e-06
near_symmetric_m2_least,0.2,9,-3.866560526957969e-06,-6.803987496610372e-07,-4.296178363286633e-07,-8.881936186288824e-34,-6.803987496610372e-07,-1.6427753702240942e-05,1.5747354952579905e-05,0.9585823623854172,-0.0010471485329255487,0.0010464681341758877,0.30227755852963517,0.46176281224116095,0.2000001840606038,0.7436940079864723,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,9,1.7497061058422116e-06
near_symmetric_m2_least,0.2,10,-4.589841349226652e-06,-7.232808222686828e-07,-4.589841349226652e-07,-8.920785034689214e-34,-7.232808222686828e-07,-2.027582983724988e-05,1.9552549014981194e-05,0.9643279299503735,-0.0010471485329255487,0.00104642525210328,0.30227755852963517,0.46176281224116095,0.20000005178462607,0.7711020820284434,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,10,1.9552549014981193e-06
near_symmetric_m2_least,0.2,10,-4.589841349226652e-06,-7.232808222686828e-07,-4.589841349226652e-07,-8.920785034689214e-34,-7.232808222686828e-07,-2.027582983724988e-05,1.9552549014981194e-05,0.9643279299503735,-0.0010471485329255487,0.00104642525210328,0.30227755852963517,0.46176281224116095,0.20000005178462607,0.7711020820284434,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,10,1.9552549014981193e-06
near_symmetric_m2_least,0.2,10,-4.589841349226652e-06,-7.232808222686828e-07,-4.589841349226652e-07,-8.920785034689214e-34,-7.232808222686828e-07,-2.027582983724988e-05,1.9552549014981194e-05,0.9643279299503735,-0.0010471485329255487,0.00104642525210328,0.30227755852963517,0.46176281224116095,0.20000005178462607,0.7711020820284434,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,10,1.9552549014981193e-06
near_symmetric_m2_least,0.2,10,-4.589841349226652e-06,-7.232808222686828e-07,-4.589841349226652e-07,-8.920785034689214e-34,-7.232808222686828e-07,-2.027582983724988e-05,1.9552549014981194e-05,0.9643279299503735,-0.0010471485329255487,0.00104642525210328,0.30227755852963517,0.46176281224116095,0.20000005178462607,0.7711020820284434,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,10,1.9552549014981193e-06
near_symmetric_m2_least,0.2,10,-4.589841349226652e-06,-7.232808222686828e-07,-4.589841349226652e-07,-8.920785034689214e-34,-7.232808222686828e-07,-2.027582983724988e-05,1.9552549014981194e-05,0.9643279299503735,-0.0010471485329255487,0.00104642525210328,0.30227755852963517,0.46176281224116095,0.20000005178462607,0.7711020820284434,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,10,1.9552549014981193e-06
near_symmetric_m2_least,0.2,11,-5.3178133062256995e-06,-7.27971956999047e-07,-4.834375732932454e-07,-8.9474320845589e-34,-7.27971956999047e-07,-2.123016887768706e-05,2.0502196920688012e-05,0.9657104961720702,-0.0010471485329255487,0.0010464205609685496,0.30227755852963517,0.46176281224116095,0.2000000038744519,0.7818473621399341,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,11,1.8638360836989101e-06
near_symmetric_m2_least,0.2,11,-5.3178133062256995e-06,-7.27971956999047e-07,-4.834375732932454e-07,-8.9474320845589e-34,-7.27971956999047e-07,-2.123016887768706e-05,2.0502196920688012e-05,0.9657104961720702,-0.0010471485329255487,0.0010464205609685496,0.30227755852963517,0.46176281224116095,0.2000000038744519,0.7818473621399341,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,11,1.8638360836989101e-06
near_symmetric_m2_least,0.2,11,-5.3178133062256995e-06,-7.27971956999047e-07,-4.834375732932454e-07,-8.9474320845589e-34,-7.27971956999047e-07,-2.123016887768706e-05,2.0502196920688012e-05,0.9657104961720702,-0.0010471485329255487,0.0010464205609685496,0.30227755852963517,0.46176281224116095,0.2000000038744519,0.7818473621399341,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,11,1.8638360836989101e-06
near_symmetric_m2_least,0.2,11,-5.3178133062256995e-06,-7.27971956999047e-07,-4.834375732932454e-07,-8.9474320845589e-34,-7.27971956999047e-07,-2.123016887768706e-05,2.0502196920688012e-05,0.9657104961720702,-0.0010471485329255487,0.0010464205609685496,0.30227755852963517,0.46176281224116095,0.2000000038744519,0.7818473621399341,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,11,1.8638360836989101e-06
near_symmetric_m2_least,0.2,11,-5.3178133062256995e-06,-7.27971956999047e-07,-4.834375732932454e-07,-8.9474320845589e-34,-7.27971956999047e-07,-2.123016887768706e-05,2.0502196920688012e-05,0.9657104961720702,-0.0010471485329255487,0.0010464205609685496,0.30227755852963517,0.46176281224116095,0.2000000038744519,0.7818473621399341,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,11,1.8638360836989101e-06
near_symmetric_m2_least,0.2,12,-6.055100909166455e-06,-7.372876029407555e-07,-5.04591742430538e-07,-9.582166912972736e-34,-7.372876029407555e-07,-2.2729727239669423e-05,2.199243963672867e-05,0.9675628486357728,-0.0010471485329255487,0.0010464112453226078,0.30227755852963517,0.46176281224116095,0.20000000108102953,0.7825343836676245,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,12,1.8327033030607224e-06
near_symmetric_m2_least,0.2,12,-6.055100909166455e-06,-7.372876029407555e-07,-5.04591742430538e-07,-9.582166912972736e-34,-7.372876029407555e-07,-2.2729727239669423e-05,2.199243963672867e-05,0.9675628486357728,-0.0010471485329255487,0.0010464112453226078,0.30227755852963517,0.46176281224116095,0.20000000108102953,0.7825343836676245,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,12,1.8327033030607224e-06
near_symmetric_m2_least,0.2,12,-6.055100909166455e-06,-7.372876029407555e-07,-5.04591742430538e-07,-9.582166912972736e-34,-7.372876029407555e-07,-2.2729727239669423e-05,2.199243963672867e-05,0.9675628486357728,-0.0010471485329255487,0.0010464112453226078,0.30227755852963517,0.46176281224116095,0.20000000108102953,0.7825343836676245,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,12,1.8327033030607224e-06
near_symmetric_m2_least,0.2,12,-6.055100909166455e-06,-7.372876029407555e-07,-5.04591742430538e-07,-9.582166912972736e-34,-7.372876029407555e-07,-2.2729727239669423e-05,2.199243963672867e-05,0.9675628486357728,-0.0010471485329255487,0.0010464112453226078,0.30227755852963517,0.46176281224116095,0.20000000108102953,0.7825343836676245,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,12,1.8327033030607224e-06
near_symmetric_m2_least,0.2,12,-6.055100909166455e-06,-7.372876029407555e-07,-5.04591742430538e-07,-9.582166912972736e-34,-7.372876029407555e-07,-2.2729727239669423e-05,2.199243963672867e-05,0.9675628486357728,-0.0010471485329255487,0.0010464112453226078,0.30227755852963517,0.46176281224116095,0.20000000108102953,0.7825343836676245,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,12,1.8327033030607224e-06
near_symmetric_m2_least,0.2,13,-6.819798490450267e-06,-7.646975812838119e-07,-5.245998838807898e-07,-9.619475396674763e-34,-7.646975812838119e-07,-2.622675451862186e-05,2.5462056937338048e-05,0.9708428436793103,-0.0010471485329255487,0.0010463838353442648,0.30227755852963517,0.46176281224116095,0.2000000000797803,0.7912760359643372,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,13,1.958619764410619e-06
near_symmetric_m2_least,0.2,13,-6.819798490450267e-06,-7.646975812838119e-07,-5.245998838807898e-07,-9.619475396674763e-34,-7.646975812838119e-07,-2.622675451862186e-05,2.5462056937338048e-05,0.9708428436793103,-0.0010471485329255487,0.0010463838353442648,0.30227755852963517,0.46176281224116095,0.2000000000797803,0.7912760359643372,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,13,1.958619764410619e-06
near_symmetric_m2_least,0.2,13,-6.819798490450267e-06,-7.646975812838119e-07,-5.245998838807898e-07,-9.619475396674763e-34,-7.646975812838119e-07,-2.622675451862186e-05,2.5462056937338048e-05,0.9708428436793103,-0.0010471485329255487,0.0010463838353442648,0.30227755852963517,0.46176281224116095,0.2000000000797803,0.7912760359643372,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,13,1.958619764410619e-06
near_symmetric_m2_least,0.2,13,-6.819798490450267e-06,-7.646975812838119e-07,-5.245998838807898e-07,-9.619475396674763e-34,-7.646975812838119e-07,-2.622675451862186e-05,2.5462056937338048e-05,0.9708428436793103,-0.0010471485329255487,0.0010463838353442648,0.30227755852963517,0.46176281224116095,0.2000000000797803,0.7912760359643372,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,13,1.958619764410619e-06
near_symmetric_m2_least,0.2,13,-6.819798490450267e-06,-7.646975812838119e-07,-5.245998838807898e-07,-9.619475396674763e-34,-7.646975812838119e-07,-2.622675451862186e-05,2.5462056937338048e-05,0.9708428436793103,-0.0010471485329255487,0.0010463838353442648,0.30227755852963517,0.46176281224116095,0.2000000000797803,0.7912760359643372,0.2,EXCLUDED_FROM_FITS_DELTA_EQUALS_EPSILON_ROUNDOFF_SENSITIVE,13,1.958619764410619e-06
near_symmetric_m2_least,0.2,14,-7.589596277717779e-06,-7.697977872675122e-07,-5.421140198369843e-07,-9.644017766526835e-34,-7.697977872675122e-07,-2.7798016860896326e-05,2.7028219073628815e-05,0.972307456639096,-0.0010471485329255487,0.0010463787351382811,0.30227755852963517,0.46176281224116095,0.20000000002213222,0.7948249050520115,0.01,SAFE_DELTA_AWAY_FROM_EPSILON,14,1.9305870766877724e-06
near_symmetric_m2_least,0.2,14,-7.589596277717779e-06,-7.697977872675122e-07,-5.421140198369843e-07,-9.644017766526835e-34,-7.697977872675122e-07,-2.7798016860896326e-05,2.7028219073628815e-05,0.972307456639096,-0.0010471485329255487,0.0010463787351382811,0.30227755852963517,0.46176281224116095,0.20000000002213222,0.7948249050520115,0.02,SAFE_DELTA_AWAY_FROM_EPSILON,14,1.9305870766877724e-06
near_symmetric_m2_least,0.2,14,-7.589596277717779e-06,-7.697977872675122e-07,-5.421140198369843e-07,-9.644017766526835e-34,-7.697977872675122e-07,-2.7798016860896326e-05,2.7028219073628815e-05,0.972307456639096,-0.0010471485329255487,0.0010463787351382811,0.30227755852963517,0.46176281224116095,0.20000000002213222,0.7948249050520115,0.05,SAFE_DELTA_AWAY_FROM_EPSILON,14,1.9305870766877724e-06
near_symmetric_m2_least,0.2,14,-7.589596277717779e-06,-7.697977872675122e-07,-5.421140198369843e-07,-9.644017766526835e-34,-7.697977872675122e-07,-2.7798016860896326e-05,2.7028219073628815e-05,0.972307456639096,-0.0010471485329255487,0.0010463787351382811,0.30227755852963517,0.46176281224116095,0.20000000002213222,0.7948249050520115,0.1,SAFE_DELTA_AWAY_FROM_EPSILON,14,1.9305870766877724e-06
