index,label,spectral_scale,basis_scale,accepted,rho_psd,rho_unrestricted,unrestricted_same_sign,total_psd_fisher_normalized,min_atom,normalization_residual,generalized_residual,direction_min_rate,direction_max_rate,chord_step,chord_gap,spectrum_margin,basis_orthogonality_residual,status
0,spectrum_local,0.35,0.12,True,0.5477858788578738,0.5477858788578738,True,-0.4522141211421262,3.2815897459750053e-09,2.220446049250313e-16,9.257876795566596e-17,0.2761546208240306,1.0,0.00455720814683072,-0.0002874464831918999,0.014839606117173498,3.4467612940587507e-15,NO_HIT
1,one_basis_rotation,0.35,0.12,True,0.5463301700324391,0.5463301700324391,True,-0.4536698299675609,1.4283457407338841e-09,0.0,7.067950742585461e-16,0.2852835434702693,1.0,0.004202505107864715,-0.00022454548307493383,0.011989055486235523,3.543068513477941e-15,NO_HIT
2,three_basis_rotations,0.35,0.12,True,0.5478686348700503,0.5478686348700503,True,-0.45213136512994967,1.5823503921002983e-09,0.0,2.1027834322191133e-16,0.2964078922990742,1.0,0.004010963869827222,-0.00026305514021984777,0.01215252614419704,3.387512648415228e-15,NO_HIT
3,source_restart,0.5249999999999999,0.12,False,0.5437694447568128,0.5437694447568128,True,-0.45623055524318723,1.5150085442249478e-08,-1.1102230246251565e-16,5.311767146652133e-16,0.4600954292805028,1.0,0.0030849877915771666,-0.0002014830657124378,0.014663793943865633,3.312888001625113e-15,NO_HIT
4,spectrum_local,0.35,0.12,False,0.5454304201009432,0.5454304201009432,True,-0.4545695798990568,1.8109823248943967e-09,0.0,4.995488745361261e-16,0.23971524271703115,1.0,0.004435579426688279,-0.00034151493597534,0.012831745221596077,3.387512648415228e-15,NO_HIT
5,one_basis_rotation,0.35,0.12,False,0.5472292287763398,0.5472292287763398,True,-0.45277077122366016,1.401961357778748e-09,0.0,3.5679874708781547e-16,0.2639723804551507,1.0,0.0042565902982147725,-0.00029845477957479716,0.012598323340550888,3.447873197803381e-15,NO_HIT
6,three_basis_rotations,0.35,0.12,True,0.5477263561327624,0.5477263561327624,True,-0.45227364386723756,2.186307502078562e-09,-1.1102230246251565e-16,5.090057037805136e-16,0.28510261348335525,1.0,0.004628784501640748,-0.00031594074471463784,0.013823155446625823,3.4278962835034128e-15,NO_HIT
7,source_restart,0.5249999999999999,0.12,True,0.5466482257735823,0.5466482257735823,True,-0.4533517742264177,1.396468365888919e-09,0.0,5.032004202853858e-16,0.289103326460388,1.0,0.0034589709231070257,-0.00015913943201528724,0.01,3.432733995079377e-15,NO_HIT
8,spectrum_local,0.35,0.12,True,0.5483690935191557,0.5483690935191557,True,-0.45163090648084425,2.1656448389272456e-09,0.0,3.813057301396807e-16,0.29636412433244613,1.0,0.003374227573099405,-0.00017708685910466926,0.01,3.432733995079377e-15,NO_HIT
9,one_basis_rotation,0.35,0.12,False,0.5470060922038111,0.5470060922038111,True,-0.45299390779618887,1.5628396079473384e-09,0.0,6.252916281357018e-16,0.2661596789283816,1.0,0.0036723172099319672,-0.00019193836213382554,0.01,3.454010654543919e-15,NO_HIT
10,three_basis_rotations,0.35,0.12,True,0.5471436439588787,0.5471436439588787,True,-0.4528563560411213,3.006443063802473e-09,0.0,2.2201334226117177e-16,0.2820181915401999,1.0,0.0035458705501891577,-0.0001879077598738732,0.01,3.4877473868445674e-15,NO_HIT
11,source_restart,0.5249999999999999,0.12,True,0.5458574483814704,0.5458574483814704,True,-0.45414255161852957,1.6314842668583315e-08,-2.220446049250313e-16,1.735154456745372e-16,0.2632010684853252,1.0,0.003925649425435784,-0.00020272089361572654,0.010332351232735012,3.475424247023987e-15,NO_HIT
12,spectrum_local,0.35,0.12,True,0.5457389332598306,0.5457389332598306,True,-0.4542610667401694,9.475809720309869e-09,0.0,6.157272291839202e-16,0.28792114726763435,1.0,0.003473173156921536,-0.0001780599507448244,0.01,3.475424247023987e-15,NO_HIT
13,one_basis_rotation,0.35,0.12,False,0.5261383322505263,0.5261383322505263,True,-0.4738616677494737,1.5833188930506e-08,-3.3306690738754696e-16,3.971361201567709e-16,0.35187052167364685,1.0,0.0032417304115991406,-0.00016843374102126774,0.011406693710547155,3.467766057645361e-15,NO_HIT
14,three_basis_rotations,0.35,0.12,False,0.5424232437259301,0.5424232437259301,True,-0.4575767562740699,5.161537530796069e-09,-2.220446049250313e-16,4.791511206097719e-16,0.29841944164250533,1.0,0.004271668559735894,-0.00023781830542279891,0.013214375480189267,3.4265383879686774e-15,NO_HIT
15,source_restart,0.5249999999999999,0.12,False,0.5266450865045136,0.5266450865045136,True,-0.4733549134954864,8.626061443141935e-10,0.0,5.976803985944829e-16,0.24929531464389826,1.0,0.0034497734567742384,-0.000171659445039829,0.013037222192986832,3.4726490589367566e-15,NO_HIT
16,spectrum_local,0.35,0.12,True,0.5475136492490902,0.5475136492490902,True,-0.4524863507509098,7.795995686057718e-09,0.0,2.320185383854975e-16,0.3027530585683572,1.0,0.004364123752746969,-0.0002664407490673426,0.013254281039447258,3.475424247023987e-15,NO_HIT
